Uid,ClusterId,Categories
183219009880065,1,"4100,1003,10677087,"
183219009880065,1,"4100,1003,10677088,"
183219009880065,1,"4100,1003,10677089,"
183219009880065,1,"4100,1003,10677090,"
183219009880065,1,"4100,1003,10677091,"
183219009880065,1,"4100,1003,10677092,"
183219009880065,1,"4100,1003,10677093,"
183219009880065,1,"4100,1003,10677094,"
183219009880065,1,"4100,1003,10677095,"
183219009880065,1,"4100,1003,10677096,"
183219009880065,1,"4100,1003,10677097,"
183219009880065,1,"4100,1003,10677098,"
183219009880065,1,"4100,1003,10677099,"
183219009880065,1,"4100,1003,10938200,"
183219009880065,1,"4100,1003,10938201,"
183219009880065,1,"4100,1003,10938202,"
183219009880065,1,"4100,1003,10938203,"
183219009880065,1,"4100,1003,10938204,"
183219009880065,1,"4100,1003,10938205,"
183219009880065,1,"4100,1003,10938206,"
183219009880065,1,"4100,1003,10938207,"
183219009880065,1,"4100,1003,10938208,"
183219009880065,1,"4100,1003,10938209,"
183219009880065,1,"4100,1003,10938210,"
183219009880065,1,"4100,1003,10938211,"
183219009880065,1,"4100,1003,10938212,"
183219009880065,1,"4100,1003,10938213,"
183219009880065,1,"4100,1003,10938214,"
183219009880065,1,"4100,1003,10938215,"
183219009880065,1,"4100,1003,10938216,"
183219009880065,1,"4100,1003,10938217,"
183219009880065,1,"4100,1003,10938218,"
183219009880065,1,"4100,1003,10938415,"
183219009880065,1,"4100,1003,10938416,"
183219009880065,1,"4100,1003,10938417,"
183219009880065,1,"4100,1003,10938418,"
183219009880065,1,"4100,1003,10938419,"
183219009880065,1,"4100,1003,10938800,"
183219009880065,1,"4100,1003,10938801,"
183219009880065,1,"4100,1003,10938803,"
183219009880065,1,"4100,1003,10938804,"
183219009880065,1,"4100,1003,10938805,"
183219009880065,1,"4100,1003,10938806,"
183219009880065,1,"4100,1003,10938807,"
183219009880065,1,"4100,1003,10938808,"
183219009880065,1,"4100,1003,10938809,"
183219009880065,1,"4100,1003,10938810,"
183219009880065,1,"4100,1003,10938811,"
183219009880065,1,"4100,1003,10938812,"
183219009880065,1,"4100,1003,10938813,"
183219009880065,1,"4100,1003,10654882,"
183219009880065,1,"4100,1003,10654883,"
183219009880065,1,"4100,1003,10654884,"
183219009880065,1,"4100,1003,10654885,"
183219009880065,1,"4100,1003,10654886,"
183219009880065,1,"4100,1003,10654887,"
183219009880065,1,"4100,1003,10654888,"
183219009880065,1,"4100,1003,10627646,"
183219009880065,1,"4100,1003,10676605,"
183219009880065,1,"4100,1003,10676606,"
183219009880065,1,"4100,1003,10676607,"
183219009880065,1,"4100,1003,10676608,"
183219009880065,1,"4100,1003,10676609,"
183219009880065,1,"4100,1003,10676800,"
183219009880065,1,"4100,1003,10676801,"
183219009880065,1,"4100,1003,10676802,"
183219009880065,1,"4100,1003,10676803,"
183219009880065,1,"4100,1003,10676804,"
183219009880065,1,"4100,1003,10676805,"
183219009880065,1,"4100,1003,10676806,"
183219009880065,1,"4100,1003,10676807,"
183219009880065,1,"4100,1003,10676808,"
183219009880065,1,"4100,1003,10676809,"
183219009880065,1,"4100,1003,10676810,"
183219009880065,1,"4100,1003,10676811,"
183219009880065,1,"4100,1003,10676812,"
183219009880065,1,"4100,1003,10676813,"
183219009880065,1,"4100,1003,10676814,"
183219009880065,1,"4100,1003,10676815,"
183219009880065,1,"4100,1003,10676816,"
183219009880065,1,"4100,1003,10676818,"
183219009880065,1,"4100,1003,10676819,"
183219009880065,1,"4100,1003,10676820,"
183219009880065,1,"4100,1003,10676821,"
183219009880065,1,"4100,1003,10676822,"
183219009880065,1,"4100,1003,10676823,"
183219009880065,1,"4100,1003,10676824,"
183219009880065,1,"4100,1003,10676825,"
183219009880065,1,"4100,1003,10676826,"
183219009880065,1,"4100,1003,10676827,"
183219009880065,1,"4100,1003,10676828,"
183219009880065,1,"4100,1003,10676829,"
183219009880065,1,"4100,1003,35780940,"
183219009880065,1,"4100,1003,35780941,"
183219009880065,1,"4100,1003,35780942,"
183219009880065,1,"4100,1003,35780943,"
183219009880065,1,"4100,1003,35780944,"
183219009880065,1,"4100,1003,35780945,"
183219009880065,1,"4100,1003,35780946,"
183219009880065,1,"4100,1003,35780947,"
183219009880065,1,"4100,1003,35780948,"
183219009880065,1,"4100,1003,35780949,"
183219009880065,1,"4100,1003,35780950,"
183219009880065,1,"4100,1003,35780951,"
183219009880065,1,"4100,1003,35780952,"
183219009880065,1,"4100,1003,35780953,"
183219009880065,1,"4100,1003,35780954,"
183219009880065,1,"4100,1003,35780955,"
183219009880065,1,"4100,1003,35780956,"
183219009880065,1,"4100,1003,35780957,"
183219009880065,1,"4100,1003,35780958,"
183219009880065,1,"4100,1003,35780959,"
183219009880065,1,"4100,1003,35780960,"
183219009880065,1,"4100,1003,35780961,"
183219009880065,1,"4100,1003,10938814,"
183219009880065,1,"4100,1003,10938815,"
183219009880065,1,"4100,1003,10938816,"
183219009880065,1,"4100,1003,10938817,"
183219009880065,1,"4100,1003,11987318,"
183219009880065,1,"4100,1003,11987319,"
183219009880065,1,"4100,1003,11987390,"
183219009880065,1,"4100,1003,11987391,"
183219009880065,1,"4100,1003,11987392,"
183219009880065,1,"4100,1003,11987393,"
183219009880065,1,"4100,1003,11987394,"
183219009880065,1,"4100,1003,11987395,"
183219009880065,1,"4100,1003,11987396,"
183219009880065,1,"4100,1003,11987397,"
183219009880065,1,"4100,1003,11987398,"
183219009880065,1,"4100,1003,11987399,"
183219009880065,1,"4100,1003,11987400,"
183219009880065,1,"4100,1003,11987401,"
183219009880065,1,"4100,1003,11987402,"
183219009880065,1,"4100,1003,11987403,"
183219009880065,1,"4100,1003,11987404,"
183219009880065,1,"4100,1003,11987405,"
183219009880065,1,"4100,1003,11987406,"
183219009880065,1,"4100,1003,10018266,"
183219009880065,1,"4100,1003,10018267,"
183219009880065,1,"4100,1003,10018269,"
183219009880065,1,"4100,1003,10018270,"
183219009880065,1,"4100,1003,10673327,"
183219009880065,1,"4100,1003,35780962,"
183219009880065,1,"4100,1003,11988635,"
183219009880065,1,"4100,1003,11988636,"
183219009880065,1,"4100,1003,11988637,"
183219009880065,1,"4100,1003,11988638,"
183219009880065,1,"4100,1003,11988639,"
183219009880065,1,"4100,1003,11988830,"
183219009880065,1,"4100,1003,11988831,"
183219009880065,1,"4100,1003,11988832,"
183219009880065,1,"4100,1003,11988833,"
183219009880065,1,"4100,1003,11988834,"
183219009880065,1,"4100,1003,11988835,"
183219009880065,1,"4100,1003,11988836,"
183219009880065,1,"4100,1003,11988837,"
183219009880065,1,"4100,1003,11988838,"
183219009880065,1,"4100,1003,11988839,"
183219009880065,1,"4100,1003,11988840,"
183219009880065,1,"4100,1003,10940400,"
183219009880065,1,"4100,1003,10940401,"
183219009880065,1,"4100,1003,10940402,"
183219009880065,1,"4100,1003,10940403,"
183219009880065,1,"4100,1003,10940404,"
183219009880065,1,"4100,1003,10940405,"
183219009880065,1,"4100,1003,10940406,"
183219009880065,1,"4100,1003,10940407,"
183219009880065,1,"4100,1003,10940408,"
183219009880065,1,"4100,1003,10940409,"
183219009880065,1,"4100,1003,10940410,"
183219009880065,1,"4100,1003,10940411,"
183219009880065,1,"4100,1003,10940412,"
183219009880065,1,"4100,1003,10940414,"
183219009880065,1,"4100,1003,25629393,"
183219009880065,1,"4100,1003,25629394,"
183219009880065,1,"4100,1003,25629395,"
183219009880065,1,"4100,1003,25629396,"
183219009880065,1,"4100,1003,25629397,"
183219009880065,1,"4100,1003,25629398,"
183219009880065,1,"4100,1003,25629399,"
183219009880065,1,"4100,1003,26883280,"
183219009880065,1,"4100,1003,26883281,"
183219009880065,1,"4100,1003,26883282,"
183219009880065,1,"4100,1003,26883283,"
183219009880065,1,"4100,1003,35843220,"
183219009880065,1,"4100,1003,35843222,"
183219009880065,1,"4100,1003,35843223,"
183219009880065,1,"4100,1003,35843224,"
183219009880065,1,"4100,1003,35843225,"
183219009880065,1,"4100,1003,35843226,"
183219009880065,1,"4100,1003,35843227,"
183219009880065,1,"4100,1003,35843228,"
183219009880065,1,"4100,1003,35843229,"
183219009880065,1,"4100,1003,35843230,"
183219009880065,1,"4100,1003,35843231,"
183219009880065,1,"4100,1003,35843232,"
183219009880065,1,"4100,1003,35843233,"
183219009880065,1,"4100,1003,35843234,"
183219009880065,1,"4100,1003,35843235,"
183219009880065,1,"4100,1003,35843236,"
183219009880065,1,"4100,1003,35843237,"
183219009880065,1,"4100,1003,35843238,"
183219009880065,1,"4100,1003,35843239,"
183219009880065,1,"4100,1003,35843240,"
183219009880065,1,"4100,1003,35843241,"
183219009880065,1,"4100,1003,35843242,"
183219009880065,1,"4100,1003,35843243,"
183219009880065,1,"4100,1003,35843244,"
183219009880065,1,"4100,1003,35843245,"
183219009880065,1,"4100,1003,35843246,"
183219009880065,1,"4100,1003,35843247,"
183219009880065,1,"4100,1003,35843248,"
183219009880065,1,"4100,1003,35843249,"
183219009880065,1,"4100,1003,35843250,"
183219009880065,1,"4100,1003,35843251,"
183219009880065,1,"4100,1003,35843252,"
183219009880065,1,"4100,1003,35843253,"
183219009880065,1,"4100,1003,35843254,"
183219009880065,1,"4100,1003,35843255,"
183219009880065,1,"4100,1003,35843256,"
183219009880065,1,"4100,1003,35843257,"
183219009880065,1,"4100,1003,35843258,"
183219009880065,1,"4100,1003,35843259,"
183219009880065,1,"4100,1003,35843260,"
183219009880065,1,"4100,1003,35843261,"
183219009880065,1,"4100,1003,35843262,"
183219009880065,1,"4100,1003,35843263,"
183219009880065,1,"4100,1003,35843266,"
183219009880065,1,"4100,1003,35843267,"
183219009880065,1,"4100,1003,35845803,"
183219009880065,1,"4100,1003,35845804,"
183219009880065,1,"4100,1003,35845805,"
183219009880065,1,"4100,1003,26883290,"
183219009880065,1,"4100,1003,26883291,"
183219009880065,1,"4100,1003,26883292,"
183219009880065,1,"4100,1003,26883293,"
183219009880065,1,"4100,1003,26883294,"
183219009880065,1,"4100,1003,26883295,"
183219009880065,1,"4100,1003,26883296,"
183219009880065,1,"4100,1003,26883297,"
183219009880065,1,"4100,1003,26883298,"
183219009880065,1,"4100,1003,35884740,"
183219009880065,1,"4100,1003,35884741,"
183219009880065,1,"4100,1003,35884742,"
183219009880065,1,"4100,1003,35884743,"
183219009880065,1,"4100,1003,35884744,"
183219009880065,1,"4100,1003,35884745,"
183219009880065,1,"4100,1003,35884746,"
183219009880065,1,"4100,1003,35884747,"
183219009880065,1,"4100,1003,35884748,"
183219009880065,1,"4100,1003,35884749,"
183219009880065,1,"4100,1003,35884750,"
183219009880065,1,"4100,1003,35884751,"
183219009880065,1,"4100,1003,35884752,"
183219009880065,1,"4100,1003,35884753,"
183219009880065,1,"4100,1003,35884754,"
183219009880065,1,"4100,1003,35884755,"
183219009880065,1,"4100,1003,35884756,"
183219009880065,1,"4100,1003,35884757,"
183219009880065,1,"4100,1003,35884758,"
183219009880065,1,"4100,1003,35884759,"
183219009880065,1,"4100,1003,35884760,"
183219009880065,1,"4100,1003,35884761,"
183219009880065,1,"4100,1003,35884762,"
183219009880065,1,"4100,1003,35884763,"
183219009880065,1,"4100,1003,35884764,"
183219009880065,1,"4100,1003,35884765,"
183219009880065,1,"4100,1003,35884766,"
183219009880065,1,"4100,1003,35884767,"
183219009880065,1,"4100,1003,35884768,"
183219009880065,1,"4100,1003,35884769,"
183219009880065,1,"4100,1003,35884800,"
183219009880065,1,"4100,1003,35884801,"
183219009880065,1,"4100,1003,35884802,"
183219009880065,1,"4100,1003,35884803,"
183219009880065,1,"4100,1003,10017401,"
183219009880065,1,"4100,1003,11019910,"
183219009880065,1,"4100,1003,11019911,"
183219009880065,1,"4100,1003,35884804,"
183219009880065,1,"4100,1003,35884805,"
183219009880065,1,"4100,1003,35884806,"
183219009880065,1,"4100,1003,35884807,"
183219009880065,1,"4100,1003,35884808,"
183219009880065,1,"4100,1003,35884809,"
183219009880065,1,"4100,1003,35884810,"
183219009880065,1,"4100,1003,35884811,"
183219009880065,1,"4100,1003,35884812,"
183219009880065,1,"4100,1003,35884813,"
183219009880065,1,"4100,1003,35884814,"
183219009880065,1,"4100,1003,35885350,"
183219009880065,1,"4100,1003,35885351,"
183219009880065,1,"4100,1003,35885352,"
183219009880065,1,"4100,1003,35885353,"
183219009880065,1,"4100,1003,35885354,"
183219009880065,1,"4100,1003,35885355,"
183219009880065,1,"4100,1003,35885356,"
183219009880065,1,"4100,1003,35885357,"
183219009880065,1,"4100,1003,35885358,"
183219009880065,1,"4100,1003,35885359,"
183219009880065,1,"4100,1003,35885360,"
183219009880065,1,"4100,1003,35885361,"
183219009880065,1,"4100,1003,35885362,"
183219009880065,1,"4100,1003,35887561,"
183219009880065,1,"4100,1003,35887562,"
183219009880065,1,"4100,1003,35887563,"
183219009880065,1,"4100,1003,35887564,"
183219009880065,1,"4100,1003,35887565,"
183219009880065,1,"4100,1003,35887566,"
183219009880065,1,"4100,1003,35887567,"
183219009880065,1,"4100,1003,35887568,"
183219009880065,1,"4100,1003,35887569,"
183219009880065,1,"4100,1003,35887740,"
183219009880065,1,"4100,1003,35887741,"
183219009880065,1,"4100,1003,35887742,"
183219009880065,1,"4100,1003,35887743,"
183219009880065,1,"4100,1003,35887744,"
183219009880065,1,"4100,1003,35887745,"
183219009880065,1,"4100,1003,35887746,"
183219009880065,1,"4100,1003,35887747,"
183219009880065,1,"4100,1003,35887748,"
183219009880065,1,"4100,1003,35887749,"
183219009880065,1,"4100,1003,35887750,"
183219009880065,1,"4100,1003,35887751,"
183219009880065,1,"4100,1003,35887752,"
183219009880065,1,"4100,1003,35887753,"
183219009880065,1,"4100,1003,35887754,"
183219009880065,1,"4100,1003,35887755,"
183219009880065,1,"4100,1003,35887756,"
183219009880065,1,"4100,1003,36274793,"
183219009880065,1,"4100,1003,36274794,"
183219009880065,1,"4100,1003,35885364,"
183219009880065,1,"4100,1003,35885365,"
183219009880065,1,"4100,1003,36275660,"
183219009880065,1,"4100,1003,36275661,"
183219009880065,1,"4100,1003,36275662,"
183219009880065,1,"4100,1003,36275663,"
183219009880065,1,"4100,1003,36275664,"
